Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Area Population,size,Price
56721.45495,3.85175976,7.54168795,22904.14664,173.9646129,1127637.557
56654.96239,5.812139754,5.336778219,25801.96593,121.3622827,239319.9342
40185.73389,5.050236967,5.753579051,37766.66757,124.9306406,529282.0844
71227.38881,4.003563547,8.006614296,20096.29142,254.3622156,1455691.797
52444.86386,2.809215222,7.162284528,39288.46015,178.8817312,1371527.327
56825.74733,4.441333964,7.792875895,43474.77738,225.7356673,1231452.189
55621.8991,7.264058209,6.868290757,63184.61315,125.7171163,1102641.114
66510.00932,5.95318166,5.52758659,29293.61895,150.7960545,758262.6121
62639.15981,5.449815929,5.457060935,27812.68591,131.958542,476971.4559
79452.82306,4.850966893,6.907296632,44852.0925,173.4891402,1706689.94
83137.39364,5.604761858,5.790228359,30482.56459,177.7924577,1079745.119
69143.47076,6.017726957,6.811614747,24405.28272,189.0104547,766594.3397
68277.67278,5.069450379,5.411953103,38099.86749,129.3806827,905045.2177
72251.03755,4.330147392,7.147346333,34878.59725,172.8594465,1425114.718
71373.97904,5.533649671,7.104610565,51509.59929,172.4992051,1512542.441
81503.47406,4.223618527,6.72443917,46674.36501,143.3136417,1650342.131
60569.19993,3.393317558,8.416866964,16351.20287,205.4975001,1112548.479
72683.52988,4.966249499,6.753219361,18539.1007,217.6084411,942508.9622
73763.56611,4.583208123,7.721937078,38550.70736,218.460958,1642844.649
75780.62112,5.899317094,7.090924494,34944.98176,151.6529625,1078713.227
77882.87702,4.894721111,7.036667012,27528.74642,170.1073386,1333865.438
70608.37229,6.561994684,7.281183442,24387.6079,193.3698539,684049.9193
67782.87109,5.329317402,8.02778505,46608.22612,210.5316355,1311067.446
57714.75253,6.035240397,7.798048421,53100.99891,162.8203312,1172133.487
88613.8699,7.520014585,7.559136434,42905.09538,175.8344512,1419536.259
73559.42856,4.843009264,6.962139586,34374.5912,185.7674752,1288426.694
81775.62655,5.227988122,7.496476798,30070.72806,182.7406511,1500939.827
42462.09959,4.960996716,8.058236768,42191.77602,161.5347527,1000087.121
72096.85211,4.601962758,9.32133413,31584.37937,253.557556,1457767.533
43921.99999,5.140269765,7.405887952,42250.79603,167.8183312,747933.4869
64114.95832,4.384717903,7.33696283,25273.20785,230.4819166,1024738.285
77573.87071,6.022632626,8.005913674,39055.11426,158.4858684,1517666.855
70036.83153,4.705499505,6.169512175,25064.26712,133.9013736,953840.6976
71183.73751,5.590125865,7.401814643,46955.01013,209.7291602,1375497.973
67315.59537,4.360051658,8.854531011,37811.20888,207.1408056,1645530.056
72813.80169,2.456235652,8.204047154,35014.84821,259.1877426,1727006.951
73023.32561,5.308201642,8.156580335,40512.89327,186.6310261,1597330.411
67569.87705,3.941758796,6.702655681,49054.8713,141.5985934,1688279.308
69972.85225,4.555955032,7.295573322,37815.49404,201.1485195,1398310.2
73231.05159,5.547615516,5.108517592,40788.10928,132.8811506,1100093.909
80577.73068,5.099036815,7.690169183,36463.03327,194.3749132,1505560.54
64754.56545,3.438016963,5.672823579,27143.01692,160.1128139,1105990.694
55435.64378,5.865527354,7.882091495,23503.16064,201.293696,789043.8512
65510.66003,6.659471164,5.43258873,45111.81139,111.8652825,756319.734
82855.94,4.186935105,8.213717355,36954.33556,212.2318815,1856782.783
89338.45337,7.016653866,6.611314226,41264.90672,131.2079109,1222020.821
45990.12374,4.211013181,7.207150836,41553.83956,197.1140272,1043968.399
76801.49678,4.735386788,7.343435592,48481.66451,161.7287974,1673294.246
61606.92174,4.10415067,6.004365015,40496.06977,147.5952504,1325860.533
65428.3117,4.471456691,7.640040242,33141.30823,228.7819155,1236044.316
56697.58515,4.603975721,6.463455068,37973.36334,150.3459357,1030759.7
92151.66658,5.359081141,6.509836777,37067.68246,154.1595276,1609581.804
78555.93285,5.095463068,6.211583196,29758.99972,187.3691169,1292287.095
72204.15622,5.66196781,7.617082958,28943.15764,187.3061248,1057697.703
51741.87097,3.305931278,4.406835938,32730.92971,124.9975774,768152.791
71082.11278,3.391831307,6.69972914,31327.51888,163.4477799,1513427.551
71328.70444,4.37833426,6.93275635,28053.0164,176.0647686,1429497.617
67150.06069,4.557579197,7.842278374,39917.87889,214.4599725,1376969.929
59777.37269,6.318547833,5.709652814,37836.51782,125.7104174,614700.7371
62725.40054,5.039860833,7.053248076,19750.68908,162.3754755,780608.9935
65533.41492,5.051984359,6.727120954,25002.19225,197.6693922,856548.9441
78293.70356,5.032842843,6.600855739,47125.53294,167.1952439,1656080.089
74371.33688,4.279200793,6.728642775,33186.70176,206.4875575,1249914.079
56664.40439,4.075576915,6.236005985,28364.28666,147.6344796,817460.4216
60058.90615,4.632887465,5.982669477,33581.82371,156.5478288,990893.1601
63757.05147,5.194524176,8.084123474,27244.43911,217.420822,972079.5876
81026.60678,4.72188881,8.133307932,24407.24318,199.4072897,1349989.647
83683.36054,4.916365937,7.167066817,38399.83571,186.7860558,1303542.283
56103.917,6.274459297,4.129733361,41330.60856,83.929896,593766.1848
67454.2131,6.167839471,7.573134684,49237.40432,151.9152434,1243918.811
67631.23514,2.698075297,6.491297609,24624.6478,194.743884,1395855.656
52988.0296,4.004816102,7.098708924,37791.01751,202.9127719,1112314.303
59549.91391,4.390907904,5.943765122,14906.24662,151.4765554,850010.1816
58832.50404,5.180477879,7.559578681,30200.10651,165.2775449,931787.6179
76717.37134,5.55914985,6.061395449,34944.0686,155.1960744,1011140.799
73422.8322,5.672370459,4.69394693,50997.64971,116.4792634,1190442.123
59128.31877,5.11369012,5.571042791,45592.38758,110.1886784,916140.2212
65614.78487,5.656274749,7.610386208,39353.68393,207.3236465,1222045.091
68851.402,3.939827853,6.771951062,22121.54729,224.0674557,1232156.012
43531.85659,4.548745251,6.885661622,37388.8526,151.0159827,652752.9727
53763.52801,3.663624896,7.533218756,32306.66852,168.8281884,1219846.919
68948.40633,2.514556234,8.258065887,40078.54357,225.2615865,2050988.497
70795.29885,4.789955443,7.582601532,29887.45168,189.1276286,1359052.846
72443.69473,5.954986377,8.000120823,31190.6707,230.4213117,1308773.078
82781.64934,5.331918253,7.511383044,39587.95296,223.8086396,1573998.902
67428.64356,5.505204834,7.565060629,40897.02521,191.5103757,1182980.604
65841.30879,5.412935351,6.490281845,48253.27664,139.4260964,1029861.623
72257.50957,5.953094205,6.713334011,33543.04806,171.8171997,1085943.076
74243.74684,4.74118368,7.802437608,40328.23344,216.3288057,1713351.394
71758.58762,4.82721418,6.909676901,42115.14602,204.4669018,1297619.348
67511.12733,4.328258577,6.801278162,23162.54734,206.7247538,1096052.868
71301.00707,3.718441787,8.452274921,44869.50695,236.3678017,1920527.53
55784.47534,2.881600061,6.176659565,29304.17222,139.0801016,1035171.06
66840.69532,4.294485993,7.044911118,32705.94933,203.6098778,1218011.061
58098.04984,3.643129363,6.449420818,43299.01077,141.0571687,1106705.011
66252.14479,5.761873731,5.709671826,33656.23096,153.295296,664978.8738
73226.20051,4.276649782,7.194271726,30464.04404,201.5351287,1316129.309
70138.51256,4.680543477,6.599789184,33434.11259,141.9441089,1398760.047
65041.69131,4.797124855,6.088335078,14486.82595,177.5120749,759799.8758
68167.07984,5.018143513,6.658310366,13977.62978,149.084883,776906.3269
61300.75352,5.337474467,7.869698636,29408.94639,232.6643727,971928.9869
65175.54822,4.421453376,6.711383337,29829.0628,165.4421286,1180091.498
79037.52157,4.956157301,6.572367699,30037.99135,191.1243069,1201785.667
75985.80472,4.560797446,7.385555041,50003.08659,206.04748,1591234.773
35963.33081,7.561453486,8.264121726,24435.7773,203.9744148,143027.3645
65069.90172,4.830953917,5.729563124,36778.29264,146.3705227,1091143.399
60712.19769,4.733140203,7.010051889,47783.30489,138.8332274,1249173.691
77456.1916,3.811213444,8.038649955,45581.92161,218.0944316,2002028.632
61370.32349,4.470394554,6.606743697,20600.511,181.7604488,824540.8964
79863.28594,4.302736328,6.376060218,35048.26334,160.1870397,1511526.921
57980.95419,4.849932926,8.195579098,25053.9749,191.4831376,994257.5352
63600.68699,3.596947721,5.728417583,53539.19695,127.1583561,1345296.554
62113.52207,5.999503858,8.328555995,29401.14446,201.3023274,1166399.672
82810.89479,3.910923214,6.806536055,39779.64723,177.671216,1820981.219
69380.83777,4.814494058,6.115470081,25327.6867,167.6023742,1023965.403
69632.04046,6.308893699,5.563805068,34641.56508,154.8440842,889385.9016
60377.60711,7.012990212,7.035223614,29114.28814,173.5778453,616738.2083
82103.49934,4.349253267,7.343427611,49015.28465,192.9941746,1784260.849
49856.2305,4.18154711,7.080153739,51528.83585,189.9856664,1050541.314
68386.9825,4.241271576,6.808714574,37894.64968,179.3774629,1389223.607
78288.95759,4.598242855,7.912674755,29197.3365,230.9224047,1423908.258
60762.46566,6.23101149,8.298090336,46303.3646,163.3173624,1069238.5
58913.30315,5.517733594,7.99448863,45563.71701,153.0084679,1007856.266
65580.05597,6.367472587,6.561204277,48220.31523,137.5153462,924346.1648
77021.4165,4.730628103,7.665643101,27855.39454,217.3438738,1453312.468
78276.57243,6.613729205,5.218507156,21371.92379,110.268635,782656.0804
71336.15008,6.106986875,7.701407169,25377.13674,199.7426873,803689.1519
77528.123,4.139932402,7.739400146,23976.71385,241.4851921,1439875.64
68195.03375,4.378514143,7.801897069,26921.60365,235.914055,1270869.783
70834.02071,6.695624054,7.481930316,53490.13478,162.8362909,1347279.207
94670.04592,4.073585693,8.340524425,39522.90957,200.5127774,2186194.793
48524.42769,3.601890034,6.604115958,41554.0704,166.0552121,1082486.679
83403.44525,3.994646856,9.404851241,26319.72001,253.8179653,1700109.608
75219.09502,3.74857032,6.614439024,37863.58218,169.6092982,1623100.84
68145.92039,5.525901199,5.786855348,39187.76583,130.016753,943309.4486
84913.97675,6.240505207,6.514700261,46136.0299,171.4240754,1409684.485
82336.99245,4.446077909,6.289606881,37965.37421,147.8337183,1326481.675
51962.16124,5.489082396,6.977103332,17403.09075,164.4556828,404643.6022
57169.41546,5.040711036,6.373969072,47966.91683,137.5543185,1176655.085
57925.0447,7.785131854,6.988817742,43867.84454,150.8942081,633875.9302
77905.82719,5.958790797,7.881143832,29282.57381,171.5821755,1390251.42
62714.55443,6.138524041,5.34005839,41998.56888,119.2678798,861138.1836
64901.03107,6.539723912,6.734748724,47452.38543,170.8356153,1151233.095
51156.73943,5.405729058,6.976381319,25753.28312,188.2716775,686644.6104
63766.77164,4.048210118,7.427873073,33036.19962,167.4785554,1261681.961
61460.93949,4.317403788,7.40003792,40814.92851,215.2250408,1327811.343
61907.59335,3.982162175,6.440255755,43828.94721,168.0289155,1339096.077
72805.14665,6.334485073,7.100443568,30874.69886,145.7605405,987355.9609
66204.56507,5.405816863,8.589659889,36185.05006,199.2466902,1384478.305
74548.1431,4.646883577,5.116256419,40444.19117,107.5881092,1168919.401
76453.79463,4.778520248,5.899690352,51497.66578,130.107168,1522099.831
79354.6176,4.805415801,5.364679403,31568.89569,127.8083247,1260374.966
70064.23658,5.639746758,4.747499792,28122.23338,143.6570363,857762.317
74559.71664,5.82983735,6.859309643,29892.06843,194.6977571,1126450.426
82321.73111,5.088511511,6.813649608,48616.26463,169.0226333,1574084.927
43526.81459,4.88098093,6.274272191,39760.2064,120.5671302,469262.8156
71769.85888,4.932804533,6.849294596,28173.39447,155.1760777,1114169.037
89056.92119,7.589214342,7.121999355,60658.29587,156.0855353,1792368.627
66418.43057,5.262416909,8.051738727,45319.99304,219.5812981,1383842.185
44439.87401,5.395738584,7.824070198,37934.96743,172.0660261,691318.2401
69343.00931,5.078556195,9.141241979,30113.83269,234.2888255,1245070.338
95997.6711,4.314136792,6.993422378,47128.88099,160.5015601,2220799.069
62616.16582,6.155663704,6.80310024,31010.22142,162.4922505,854815.1175
76393.84648,3.693324795,9.428035064,46361.69458,237.2360754,2092348.377
55840.1656,6.049797415,7.650712389,30795.10799,146.1020259,781213.0669
69882.27393,5.353442336,5.64764585,19544.75196,132.8595833,726883.8689
87099.18849,4.243627787,6.400685049,44581.74758,137.880883,1640990.378
67716.74822,4.568880713,7.753988755,40562.18895,222.5807799,1535781.96
69624.78634,4.434724099,7.462821323,57644.20907,160.1007196,1737759.05
78706.67574,5.077145362,8.33451397,36414.72945,195.2106049,1550702.478
61321.58936,5.541967525,9.502520111,29888.76471,192.208769,1348873.427
62709.71267,5.267574534,7.060947189,34182.49617,176.7442079,955445.8537
66300.50528,4.328420452,8.282587474,38501.9551,209.5334538,1467910.569
75126.80508,2.991790498,7.845971202,36544.31859,183.8467388,1742938.776
68251.83533,2.664639759,7.072024549,38203.17353,181.5606564,1795630.913
85175.20063,3.249148339,7.271163222,3285.450538,218.5171772,1305972.22
62381.92329,4.222235971,9.794898314,31391.26847,204.0740934,1433542.021
69099.40351,5.399898349,5.40860478,37540.31003,157.5826124,921396.9753
73246.82218,6.063154661,7.536187342,47332.13862,174.2739744,1405399.855
59901.82895,5.314455561,8.043199844,30210.76466,233.7274313,1088548.827
55038.05911,6.530432727,8.852673819,27701.02065,203.9803303,738030.6499
69505.11151,3.647649547,10.75958834,48112.20017,252.474578,2235294.718
67964.83178,3.974964983,6.210030142,52831.15311,133.2249551,1564252.526
71112.3503,5.387322929,7.419542404,24134.414,212.8552601,1309937.399
76759.26928,3.016258015,7.613237025,23752.36101,182.6711691,1660770.002
82988.42745,4.900677662,8.47338077,31142.84203,226.2604128,1485418.102
71106.73804,5.539761715,5.962612283,25861.92823,154.6084974,886124.7256
75516.46278,4.813559532,6.288751536,35521.04918,185.4906894,1411024.044
60805.1033,6.829050901,7.347941423,31185.88333,157.2697674,671343.9418
61865.42322,5.109843461,6.220692269,41492.18017,132.6562264,992585.3823
64241.79223,5.671862022,7.253737124,27768.58455,153.5877153,944590.1588
77697.23565,4.861879369,7.267847632,40523.2893,191.3080433,1399909.049
63044.4601,5.064738609,5.913453615,32725.27954,119.4527482,865099.5234
74102.49086,4.793292735,6.682487909,43971.51414,184.5108087,1394423.556
62514.10856,6.068430379,6.194068363,40891.61563,121.401959,813807.6997
63237.56576,3.573703011,5.300989403,55849.94806,105.8936675,1316180.494
75951.45249,5.559388957,6.999579342,31125.55873,183.2527185,1212205.341
66803.01636,4.748754584,8.75087217,57970.24279,225.6163413,1769484.893
45347.15068,5.478391186,7.088619391,31335.59502,176.1392623,541953.9057
67722.84636,4.10422579,7.397590147,37869.93681,190.1650565,1494101.445
58108.48878,6.366461465,5.495635406,37642.02655,118.1065014,856022.8625
60871.60378,4.970409594,7.282537332,38111.35302,182.891355,1427842.506
76087.15419,5.960599712,7.854884014,27616.09545,230.1984525,1228138.129
73965.37027,5.878666948,6.931703177,34440.64065,206.9651863,1168627.651
69931.4011,4.900493429,5.178628479,52079.18818,103.7031504,1389287.474
77316.19135,6.871732698,5.715441059,51096.88855,146.887503,1243981.946
76896.78703,6.650407768,8.608456811,52733.98798,169.1405884,1584439.713
76919.30072,6.221504569,7.551058857,52945.84342,166.0677533,1622837.353
64402.12825,5.398496632,8.274193678,24965.90216,187.4342171,1031146.755
58410.57191,3.10622166,5.908601199,31189.36407,154.172944,1098518.134
53427.87537,5.195684389,7.665601844,34538.75492,159.1347047,909781.4668
73649.39696,4.528743514,5.667117321,47992.34474,138.195413,1431517.439
93455.95296,6.245036965,6.80690822,31135.51349,161.7731955,1636996.074
75843.30304,5.231521215,6.989189234,61126.73207,136.4489497,1658974.567
62021.20355,5.048977008,8.351675153,35276.65257,169.1075001,1168887.459
77064.25763,4.319408134,7.734862028,43570.94202,203.8515069,1720258.777
77785.19261,6.745871654,5.865544034,43301.32596,138.0052288,1129408.87
61784.06494,4.983032115,6.031560914,27725.85566,146.1901406,778836.9229
78827.00526,5.135043664,6.465128863,32865.02798,161.5756854,1276471.581
64767.8677,6.323929781,7.132170434,26414.74742,147.3487323,839426.1222
51457.3763,4.988470881,6.84053592,42889.6661,155.4264043,794075.8615
66233.86226,4.092606041,7.09020352,29548.18989,224.4015497,1372549.782
72196.33549,5.52109344,5.986455183,32255.9083,122.8303873,1084539.387
50926.77663,6.492046576,6.154788048,33663.66924,156.3998449,211017.9705
56086.57393,3.880735269,7.836759091,33454.08428,228.1877048,1186372.179
68985.15274,5.245891478,8.382275147,16288.31457,256.3688576,1140918.805
48855.85135,3.276725084,8.391225256,49890.50828,180.8467621,1471828.129
63499.83517,6.602077053,6.134831392,38263.48423,161.8089049,803259.6126
73218.35136,5.566701372,6.572988175,34818.71842,141.5747724,1124719.49
83637.53309,4.569015727,6.257289049,25962.77118,185.7666725,1396401.022
48879.09809,4.842738983,8.040754516,30730.40151,204.9649789,802274.1289
77187.84835,4.730204809,6.774004675,35106.54614,210.7627318,1646662.911
72441.37701,4.656046984,6.571655417,38368.28028,146.076818,1202621.178
57812.84383,6.687179687,7.773969252,46060.36993,193.25173,1066768
64811.17139,4.806558861,6.952699366,40549.35681,194.7851556,1153135.22
86563.09684,5.754757544,7.984941298,44920.24555,198.0710579,1706110.86
86586.87244,6.16305765,6.986339202,40282.03664,168.6512412,1543913.433
49601.06163,6.51788895,5.617544353,33836.92806,111.9864866,302307.4011
71920.67878,4.273327077,7.614547384,26341.09557,206.5833858,1134055.403
68355.44217,3.992255306,6.610356603,38950.15522,177.8591183,1352756.753
64350.28457,4.238797443,7.128709606,69592.04024,153.6472193,1772390.553
61481.20521,6.177422421,7.427780103,39586.38351,147.8636,1014450.654
39294.03652,5.071414557,5.960675668,43183.5161,112.6139512,781137.4618
59078.51429,4.957919901,5.921795631,34655.93991,154.963314,921238.3583
57972.56183,6.02122699,6.548997789,40092.5162,120.2067007,790555.5204
79689.72338,5.083053594,6.784153511,38313.82892,201.1636293,1420648.281
47018.06711,5.713566621,6.767379403,23925.62147,182.528313,377618.9699
56252.24324,5.520012686,6.404475409,44305.72216,146.9475869,945079.5323
65741.39764,3.570038618,7.129217811,37647.66604,209.3080019,1630952.884
53066.37227,4.24542893,8.062651631,19103.12711,184.743044,1009972.083
71368.04402,4.985591185,7.025588107,35376.99073,191.9904515,1372806.616
40752.71424,5.492893666,6.503331288,41565.02608,153.7970919,560598.5384
64296.50418,3.874369508,8.084430401,37562.54806,197.3154117,1484653.884
50172.57073,4.66543189,7.346448516,32764.43591,146.9137947,940138.9614
70564.72035,4.279170246,6.754620969,37339.5559,151.4653758,1354077.498
67866.89993,5.606022286,9.359022454,43122.57418,183.5196075,1400961.279
77106.50012,3.876133651,5.832411835,36215.15942,130.4742713,1426832.049
74418.47389,5.332216255,6.164151449,27089.04917,131.8367255,1031737.385
58002.71531,3.721196559,7.775049238,30249.03042,203.8098357,1244248.525
63217.17243,4.018258357,5.139219089,31925.67536,157.8888006,1070868.067
49740.18209,6.251380227,6.756554547,25545.92394,175.1431547,493350.0312
75361.23757,5.453793411,7.770046179,23530.90631,183.9706561,1228323.225
62594.97909,5.506634026,7.962687651,46459.251,193.0320916,1427026.945
62212.55965,3.653916033,7.798975121,40620.663,201.0894608,1504664.281
60610.61064,6.980643061,5.539636424,49512.90932,121.4597384,689155.5684
82777.06932,5.76480509,7.896371961,42582.93467,235.8355129,1481171.234
50716.04388,4.562071389,8.06369476,35879.91367,207.9608685,1092649.709
61905.95943,5.314269038,7.483381611,36380.57033,168.1822113,962581.6883
68246.92783,7.092909633,7.175401501,24553.45987,170.835943,688479.2926
85174.04176,6.022348758,5.987958372,38773.02082,156.4356262,1363106.125
63342.84981,6.000810676,6.239560863,25009.06052,177.6086885,826328.1084
74022.05327,5.103871119,7.521358532,36533.83778,181.7262978,1434575.11
78866.66525,4.668995111,6.83423618,39816.74911,162.7216133,1509422.58
71721.42138,8.316957097,7.583527004,10704.82191,201.360306,395440.2022
76076.2907,4.786831444,7.953781094,46298.31611,164.3376676,1765809.432
52568.67932,3.852144046,6.561958811,38555.06758,172.9912315,1135676.183
69851.70581,5.182384625,7.629224694,19560.21349,178.3266087,1006227.535
58068.9055,5.556116054,6.263176695,29519.88477,136.1722618,576387.1752
60134.26609,6.740321812,8.337627487,39200.86657,174.6992914,1044615.522
72967.54123,4.978760615,6.97573331,49140.66901,143.5680556,1765352.366
63820.39648,3.68019124,6.287213171,28737.11076,168.1509883,1049632.181
78700.97127,4.072205995,7.266297176,35193.91648,215.5263467,1456969.577
62806.29516,5.385333597,8.335418626,33498.93176,196.8383831,1331374.948
71595.17728,4.371166418,8.050035966,37271.15603,187.9301069,1779874.754
85441.48887,6.201741334,7.127673979,46302.40159,168.9347218,1601152.932
86562.17887,3.811362411,7.360455285,32621.10485,172.1568551,1702528.794
74646.84656,6.469443458,6.451146228,36679.18743,172.0602581,1123765.346
63686.25989,5.061572138,8.763599419,18163.77362,240.1177719,1042144.231
60530.7319,6.563822633,7.670800219,34043.22655,177.9647891,869026.582
74826.30556,5.494997801,7.399877695,32639.63803,172.5187631,1352993.625
71639.29691,4.430875564,5.614572016,28995.09305,177.2316976,945931.1936
81439.20002,5.190039409,7.282240151,37565.54052,157.7056262,1653381.313
85297.19886,6.138965454,5.596366581,28319.63343,132.8383484,1258957.62
64044.18962,6.418386477,5.875689352,32940.79478,152.2120149,724121.6734
67828.47986,5.981885492,8.636107723,34981.394,231.1176158,1067871.687
60028.08245,5.878439403,6.173060324,36651.51947,171.5577899,842235.8034
63700.26247,5.624850508,7.723659864,38397.56695,181.1080246,954154.2069
74010.16361,4.552947961,6.245523075,46239.17013,149.9890343,1356691.387
67094.19707,5.653563168,7.374606574,30022.53717,213.998229,1202992.884
66714.67588,4.071232443,7.907488631,53185.20035,224.0958812,1502447.917
72745.45473,3.357525697,7.083621576,53000.76809,173.1679248,1947338.44
79923.81188,6.028672098,7.00318762,33828.45488,149.0239093,1153516.919
48510.91013,4.589023216,4.729553626,31451.09301,110.853288,414165.2204
50534.34598,4.335455759,5.014301356,26627.38647,134.512663,723089.9525
55543.52009,4.206200619,7.87230271,40063.4211,229.8870848,1193482.503
85466.39026,5.405805456,4.794561406,38191.03227,133.7075277,1380602.556
48735.92451,5.456270335,6.091906,19682.34729,159.7593841,151527.0826
76388.55196,5.411961847,6.845532332,36841.17614,186.6769463,1114729.725
73279.0309,5.097704151,8.077577938,13981.43549,209.0758637,984421.2253
64661.93028,6.343304255,5.660253117,49457.17937,108.9304575,875904.5286
59390.34682,5.335029499,6.750871993,28995.96414,187.556409,788427.8399
66064.53282,4.34043825,6.881398143,44561.33359,195.2693785,1444701.328
72488.15969,5.356360861,8.205294206,41199.25223,212.3176647,1450393.53
70793.71967,6.391544451,6.394093592,19908.13074,188.7179794,921321.015
78241.07538,5.357993285,8.983474499,20547.61864,211.8799401,1160146.171
72752.68045,4.90139912,8.246621014,24944.34177,225.697413,1222689.523
78963.89414,4.140754878,5.734998914,59974.62659,121.2480802,2004396.372
49775.40595,5.694892152,6.178535053,23557.36165,158.9596457,454055.6559
87768.40474,5.946457276,6.541375695,45801.43319,153.884648,1698198.751
65449.35478,3.823650706,5.911953083,34828.42852,139.0946965,1193106.94
85193.98157,4.927004271,4.43037246,38784.85686,121.5833655,1275403.464
67933.03112,7.359778214,6.637068549,42772.16329,144.5110093,810751.725
50316.88697,4.122876826,7.238912329,25201.55049,170.3275885,642862.7138
53974.54595,5.232327347,6.600037145,41441.75254,150.7212464,1086825.754
63049.97489,5.439421418,6.194545542,24985.978,169.3835883,773360.698
85906.91211,4.461907241,7.059952049,21331.98252,173.4504007,1500962.615
62355.35378,5.556880543,5.424239418,23767.85633,130.3188645,768301.802
64749.79548,3.778715287,8.408981112,49537.34531,203.1261756,1781211.414
75072.99461,5.364609776,9.053748361,27494.29641,255.7742311,1420469.727
79345.39141,5.72617395,7.205994888,37573.57542,211.8279883,1380215.515
67682.72889,5.060632157,6.46801691,37028.69622,139.0663154,1090805.374
57869.26848,5.374701396,7.601621871,31818.93257,203.3932365,886815.9436
60027.56086,5.90154195,6.0318426,54738.62969,141.1425443,1007224.929
71146.48933,4.348244559,5.914977244,22875.69334,144.5118919,1077754.226
52455.36584,3.625924498,7.230652645,35143.20338,208.0337963,1253648.324
66967.39846,7.069801454,5.982743948,51554.76141,134.3154549,1102943.351
59013.40347,5.556382712,5.854419882,28264.0066,144.5476781,744132.7042
70370.50368,3.557486893,8.023025989,53832.14155,224.7862952,1845630.071
66989.73178,5.873607563,5.54403175,37017.09635,133.1474298,873588.1297
64050.3508,5.82375752,6.543412681,29083.72171,157.3917574,755678.3301
71195.26284,4.729110267,4.970758233,29508.49053,122.0612601,1101826.315
82866.39918,6.394922649,7.82640273,41166.86031,163.0471982,1618994.276
60826.60596,4.616616583,6.255855255,36892.6233,127.5367876,1127873.577
65543.33854,7.054067554,7.424296722,28939.03884,188.0383302,749847.1904
62902.25549,4.422033545,6.711162807,27321.03293,163.5522392,984672.2998
59030.17255,4.842375078,5.300798456,22803.09971,129.3025562,534077.4555
66320.45082,5.710876638,7.534536505,36145.20983,175.8983451,1242114.101
68964.67686,4.586021679,6.969909983,37587.94431,207.5307681,1273631.267
68994.17845,4.809524399,7.105546436,30609.65271,221.4141822,1095597.944
58517.06201,3.383296266,7.648963666,30888.80272,213.2895231,1364738.296
65018.54121,5.018807192,6.449329987,32580.78018,188.2410443,1037147.467
74656.89424,4.884839876,7.721848678,22602.13357,235.4020596,1228517.207
57697.07538,5.141821249,6.806409387,18281.73777,162.5838002,759360.6548
69234.7226,4.60099628,6.162871422,38322.09803,137.5942769,1140579.618
63015.68746,5.202041152,6.087284207,26673.88189,162.1221803,810741.5185
52022.15897,5.476681347,6.377634867,31320.91642,163.1447673,642855.1696
80058.99835,4.148734269,6.806975701,23360.9483,178.3042231,1562950.322
87332.29323,5.154900789,6.720339894,43754.45294,140.1158827,1599851.895
63658.4284,4.431562204,6.748590368,39591.2565,157.5412255,1332669.235
46517.17527,4.673667073,7.570722638,26452.36789,195.0783437,665160.0759
88305.92082,4.227760907,6.832860157,32190.41772,153.8157549,1591383.735
49784.89123,4.499248661,8.663669121,36564.73349,228.3596048,1144507.423
84054.45185,4.863775342,7.68513739,23023.04505,249.1406844,1619721.716
66774.99582,5.282856799,7.795214821,36788.98033,177.9857031,1251688.616
70981.27869,4.258270963,8.191410351,53542.85751,239.5428726,1882806.934
70767.32966,5.511942873,7.453195862,26925.95481,190.0769573,1016163.177
77103.14304,4.804385598,8.664643191,45746.93321,240.9880974,1721005.42
67742.54926,6.486471491,8.156727195,30678.37073,230.1786739,890138.2114
76443.23184,4.995174279,5.600872972,40128.8535,158.3311133,1272719.632
78115.63189,4.665898357,6.973586841,45024.29718,182.1854103,1582605.535
69500.89346,5.943401942,6.063146041,48767.40104,133.8519205,1170204.339
81535.14988,7.794171593,6.222769257,50999.85133,140.1563548,1166750.313
41240.05728,5.18406554,5.211695627,40888.07856,99.56441089,319495.6676
45073.89518,2.666898025,4.635161108,38066.1613,128.3235691,704698.3621
53173.34528,5.496044658,6.879953963,43600.36093,167.3898726,945614.5659
80900.43969,4.504335921,9.0381508,40268.51842,196.7381862,2054897.009
69227.60726,7.141233554,9.114772966,42582.62587,169.4956233,1280230.625
54858.82363,5.035081789,5.659969092,36228.83614,154.4483775,850114.5963
77098.86887,3.24260967,6.246758845,46478.52161,134.8357237,1637649.905
104702.7243,5.424476833,6.932106078,22560.52713,183.9525802,1742431.663
50473.02312,5.009609634,6.968282497,50145.43371,137.7499869,942093.9245
75675.1659,6.092715718,6.908681661,45103.57164,171.9545322,1388782.887
72727.22579,4.975986835,5.660723946,27159.33879,138.1688556,996506.0709
56428.97367,7.345333018,6.950730815,44877.56511,130.2784178,790802.801
43496.72566,4.923647153,6.743361593,35726.60563,178.028167,718650.6438
77875.98739,5.713586926,7.191444354,44452.64411,198.8638396,1517141.623
58511.34988,6.979021189,6.807077577,28270.43444,139.636716,496359.9708
69167.94747,6.239946628,6.836747645,26517.30768,141.2394224,820611.4709
65687.10668,3.963825299,6.57406578,17386.47595,195.5531227,1122320.933
